quantity tons,country,status,application,thickness,width,material_ref,selling_price,purchased_month,purchased_year,delivered_month,delivered_year,item_type_PL,item_type_S,item_type_W
2.36,32,1,1.71,0.87,1023.73,8369,13.27,7.0,2020.0,8.0,2020.0,0,0,1
4.75,32,1,1.71,0.87,992.83,8368,13.33,7.0,2020.0,8.0,2020.0,0,0,1
2.77,32,1,1.71,0.87,837.26,8366,13.26,7.0,2020.0,8.0,2020.0,0,0,1
5.07,32,1,1.71,0.9,992.83,8368,13.25,7.0,2020.0,8.0,2020.0,0,0,1
4.61,32,1,1.71,0.9,837.26,8366,13.29,7.0,2020.0,8.0,2020.0,0,0,1
2.78,32,1,1.71,0.62,992.83,4290,13.24,7.0,2020.0,8.0,2020.0,0,0,1
5.21,32,1,1.71,0.62,837.26,4269,13.24,7.0,2020.0,8.0,2020.0,0,0,1
4.61,32,1,1.71,0.62,679.62,4264,13.27,7.0,2020.0,8.0,2020.0,0,0,1
4.37,27,0,1.71,0.9,992.83,8410,13.59,7.0,2020.0,9.0,2020.0,0,1,0
2.26,32,1,1.71,0.69,856.03,4273,13.01,7.0,2020.0,8.0,2020.0,0,0,1
6.47,32,1,1.71,0.69,837.26,4270,12.99,7.0,2020.0,8.0,2020.0,0,0,1
1.69,32,1,1.71,0.69,679.62,4265,13.09,7.0,2020.0,8.0,2020.0,0,0,1
1.88,32,1,1.71,0.69,1177.3,4274,13.06,7.0,2020.0,8.0,2020.0,0,0,1
2.77,32,1,1.71,0.74,992.83,4274,13.04,7.0,2020.0,8.0,2020.0,0,0,1
0.3,32,1,1.71,0.74,837.26,4270,13.0,7.0,2020.0,8.0,2020.0,0,0,1
2.72,32,1,1.71,0.74,679.62,4265,13.05,7.0,2020.0,8.0,2020.0,0,0,1
4.69,77,0,1.89,0.51,862.28,6423,14.06,7.0,2020.0,8.0,2020.0,0,1,0
6.19,32,1,1.71,0.78,992.83,4276,12.95,7.0,2020.0,8.0,2020.0,0,0,1
5.93,32,1,1.71,0.78,837.26,4271,12.96,7.0,2020.0,8.0,2020.0,0,0,1
2.6,32,1,1.71,0.78,679.62,4266,13.02,7.0,2020.0,8.0,2020.0,0,0,1
4.87,32,1,1.71,0.83,992.83,4275,12.98,7.0,2020.0,8.0,2020.0,0,0,1
1.51,32,1,1.71,0.83,837.26,4271,12.95,7.0,2020.0,8.0,2020.0,0,0,1
2.62,32,1,1.71,0.83,679.62,4267,12.95,7.0,2020.0,8.0,2020.0,0,0,1
5.71,32,1,1.71,0.87,992.83,4291,13.0,7.0,2020.0,8.0,2020.0,0,0,1
2.83,32,1,1.71,0.87,837.26,4272,12.93,7.0,2020.0,8.0,2020.0,0,0,1
2.89,78,1,1.71,0.74,837.26,8818,13.97,7.0,2020.0,8.0,2020.0,0,0,1
2.45,32,1,1.71,0.87,679.62,4276,12.95,7.0,2020.0,8.0,2020.0,0,0,1
2.56,78,1,1.71,0.78,837.26,8818,13.93,7.0,2020.0,8.0,2020.0,0,0,1
4.41,32,1,1.71,0.9,992.83,4276,12.99,7.0,2020.0,8.0,2020.0,0,0,1
4.46,32,1,1.71,0.9,837.26,4271,12.95,7.0,2020.0,8.0,2020.0,0,0,1
6.6,78,1,1.71,0.74,679.62,8815,13.62,7.0,2020.0,8.0,2020.0,0,0,1
1.1,32,1,1.71,0.9,679.62,4268,13.02,7.0,2020.0,8.0,2020.0,0,0,1
1.28,78,1,1.71,0.74,660.54,8815,13.72,7.0,2020.0,8.0,2020.0,0,0,1
0.53,32,1,1.71,0.74,837.26,4299,13.15,7.0,2020.0,8.0,2020.0,0,0,1
6.89,78,1,1.71,0.74,837.26,8815,13.57,7.0,2020.0,8.0,2020.0,0,0,1
1.83,32,1,1.71,0.83,992.83,4299,13.08,7.0,2020.0,8.0,2020.0,0,0,1
5.89,78,1,1.71,0.74,992.83,8815,13.57,7.0,2020.0,8.0,2020.0,0,0,1
4.09,32,1,1.71,0.83,837.26,4299,13.11,7.0,2020.0,8.0,2020.0,0,0,1
4.69,78,1,1.71,0.78,679.62,8815,13.63,7.0,2020.0,8.0,2020.0,0,0,1
2.7,30,1,2.25,0.32,717.66,7095,16.05,7.0,2020.0,7.0,2020.0,0,0,1
2.82,32,1,1.71,0.83,679.62,4299,13.09,7.0,2020.0,8.0,2020.0,0,0,1
7.39,78,1,1.71,0.78,837.26,8815,13.56,7.0,2020.0,8.0,2020.0,0,0,1
2.28,32,1,1.71,0.87,992.83,4299,13.13,7.0,2020.0,8.0,2020.0,0,0,1
1.99,32,1,1.71,0.87,984.16,8074,13.13,7.0,2020.0,8.0,2020.0,0,0,1
0.35,30,1,2.25,0.32,717.66,7095,16.05,7.0,2020.0,7.0,2020.0,0,0,1
0.61,32,1,1.71,0.78,679.62,8044,13.12,7.0,2020.0,8.0,2020.0,0,0,1
2.74,32,1,1.71,0.87,679.62,8064,13.02,7.0,2020.0,8.0,2020.0,0,0,1
2.4,32,1,1.71,0.74,992.83,8368,13.29,7.0,2020.0,8.0,2020.0,0,0,1
1.32,78,1,1.71,0.74,838.51,8815,13.53,7.0,2020.0,8.0,2020.0,0,0,1
2.59,32,1,1.71,0.87,984.16,8072,13.12,7.0,2020.0,8.0,2020.0,0,0,1
2.09,32,1,1.71,0.83,867.27,8072,13.15,7.0,2020.0,8.0,2020.0,0,0,1
2.56,32,1,1.71,0.83,1160.17,8072,13.12,7.0,2020.0,8.0,2020.0,0,0,1
2.54,78,1,1.71,0.74,992.83,8817,14.01,7.0,2020.0,8.0,2020.0,0,0,1
2.11,32,1,1.71,0.78,992.83,8183,13.29,7.0,2020.0,8.0,2020.0,0,0,1
1.18,78,1,1.71,0.78,992.83,8817,13.99,7.0,2020.0,8.0,2020.0,0,0,1
2.83,32,1,1.71,0.9,837.26,8064,13.06,7.0,2020.0,8.0,2020.0,0,0,1
1.13,32,1,1.71,0.62,837.26,8067,13.39,7.0,2020.0,8.0,2020.0,0,0,1
2.58,78,1,1.71,0.69,837.26,8818,13.95,7.0,2020.0,8.0,2020.0,0,0,1
0.89,32,1,1.71,0.69,837.26,8067,13.17,7.0,2020.0,8.0,2020.0,0,0,1
0.94,78,1,1.71,0.83,837.26,8818,14.04,7.0,2020.0,8.0,2020.0,0,0,1
2.41,32,1,1.71,0.83,679.62,8044,13.09,7.0,2020.0,8.0,2020.0,0,0,1
2.45,32,1,1.71,0.83,992.83,8183,13.3,7.0,2020.0,8.0,2020.0,0,0,1
2.88,78,1,1.71,0.74,856.03,4501,13.48,7.0,2020.0,8.0,2020.0,0,0,1
2.5,32,1,1.71,0.81,812.18,8366,13.35,7.0,2020.0,8.0,2020.0,0,0,1
4.73,78,1,1.71,0.31,837.26,90,14.57,7.0,2020.0,8.0,2020.0,0,0,1
1.38,32,1,1.71,0.78,679.62,4299,13.14,7.0,2020.0,8.0,2020.0,0,0,1
4.84,78,1,1.71,0.31,679.62,90,14.59,7.0,2020.0,8.0,2020.0,0,0,1
2.84,32,1,1.71,0.87,992.83,4299,13.14,7.0,2020.0,8.0,2020.0,0,0,1
4.51,27,1,2.25,0.4,837.26,2992,14.96,7.0,2020.0,7.0,2020.0,0,1,0
5.75,27,1,2.25,0.31,723.99,2978,14.95,7.0,2020.0,7.0,2020.0,0,1,0
3.21,78,1,1.71,0.38,679.62,90,14.29,7.0,2020.0,8.0,2020.0,0,0,1
4.8,78,1,1.71,0.38,837.26,90,14.21,7.0,2020.0,8.0,2020.0,0,0,1
6.62,78,1,1.71,0.42,679.62,90,14.19,7.0,2020.0,8.0,2020.0,0,0,1
2.51,78,1,1.71,0.42,679.62,90,13.86,7.0,2020.0,8.0,2020.0,0,0,1
3.09,78,1,1.71,0.42,837.26,90,13.76,7.0,2020.0,8.0,2020.0,0,0,1
5.88,78,1,1.71,0.42,856.03,90,14.14,7.0,2020.0,8.0,2020.0,0,0,1
7.07,78,1,1.71,0.42,992.83,90,14.11,7.0,2020.0,8.0,2020.0,0,0,1
4.69,78,1,1.71,0.45,679.62,90,14.15,7.0,2020.0,8.0,2020.0,0,0,1
5.74,78,1,1.71,0.45,837.26,90,14.08,7.0,2020.0,8.0,2020.0,0,0,1
7.67,78,1,1.71,0.45,992.83,90,14.06,7.0,2020.0,8.0,2020.0,0,0,1
4.9,78,1,1.71,0.48,837.26,90,14.0,7.0,2020.0,8.0,2020.0,0,0,1
4.97,78,1,1.71,0.48,679.62,90,14.06,7.0,2020.0,8.0,2020.0,0,0,1
4.91,78,1,1.71,0.48,992.83,90,14.01,7.0,2020.0,8.0,2020.0,0,0,1
3.39,78,1,1.71,0.51,679.62,90,13.92,7.0,2020.0,8.0,2020.0,0,0,1
2.88,78,1,2.25,0.69,837.26,8361,12.8,7.0,2020.0,8.0,2020.0,0,0,1
2.22,30,1,2.25,0.38,783.28,1120,15.34,7.0,2020.0,7.0,2020.0,0,0,1
3.16,78,1,1.71,0.57,837.26,90,13.8,7.0,2020.0,8.0,2020.0,0,0,1
2.29,30,1,2.25,0.38,810.3,6569,15.46,7.0,2020.0,7.0,2020.0,0,0,1
0.56,30,1,2.25,0.38,810.3,8458,15.46,7.0,2020.0,7.0,2020.0,0,0,1
6.04,78,1,1.71,0.57,992.83,90,13.83,7.0,2020.0,8.0,2020.0,0,0,1
2.35,78,1,1.71,0.62,679.62,90,13.82,7.0,2020.0,8.0,2020.0,0,0,1
5.36,28,1,2.25,0.3,821.59,2969,14.72,7.0,2020.0,10.0,2020.0,0,0,1
4.75,78,1,1.71,0.69,679.62,90,13.55,7.0,2020.0,8.0,2020.0,0,0,1
5.17,28,1,2.25,0.3,837.26,2968,14.71,7.0,2020.0,10.0,2020.0,0,0,1
4.67,78,1,1.71,0.6,837.26,90,13.78,7.0,2020.0,8.0,2020.0,0,0,1
3.23,78,1,1.71,0.6,837.26,90,13.64,7.0,2020.0,8.0,2020.0,0,0,1
4.9,78,1,1.71,0.6,992.83,90,13.79,7.0,2020.0,8.0,2020.0,0,0,1
2.25,78,1,1.71,0.66,837.26,90,13.76,7.0,2020.0,8.0,2020.0,0,0,1
3.43,78,1,1.71,0.34,679.62,7800,13.97,7.0,2020.0,8.0,2020.0,0,0,1
3.01,78,1,1.71,0.38,679.62,270,13.88,7.0,2020.0,8.0,2020.0,0,0,1
5.04,28,1,2.25,0.24,720.83,2956,15.29,7.0,2020.0,10.0,2020.0,0,0,1
5.34,28,1,2.25,0.37,992.83,2959,14.26,7.0,2020.0,10.0,2020.0,0,0,1
5.13,28,1,2.25,0.33,837.26,2959,14.49,7.0,2020.0,10.0,2020.0,0,0,1
7.68,28,1,2.25,0.35,720.83,2963,14.4,7.0,2020.0,10.0,2020.0,0,0,1
7.25,30,1,2.25,0.38,679.62,8755,14.44,7.0,2020.0,7.0,2020.0,0,0,1
4.5,84,1,1.71,0.78,1002.72,809,13.24,7.0,2020.0,7.0,2020.0,0,0,1
5.2,28,1,2.25,0.35,821.59,2965,14.34,7.0,2020.0,10.0,2020.0,0,0,1
7.91,30,1,2.25,0.38,837.26,8756,14.33,7.0,2020.0,7.0,2020.0,0,0,1
4.36,84,1,1.71,0.62,837.26,1141,13.77,7.0,2020.0,7.0,2020.0,0,0,1
5.1,28,1,2.25,0.23,720.83,2954,15.4,7.0,2020.0,10.0,2020.0,0,0,1
7.17,30,1,2.25,0.38,837.26,8756,14.35,7.0,2020.0,7.0,2020.0,0,0,1
4.81,25,1,1.71,0.87,992.83,2029,13.94,7.0,2020.0,7.0,2020.0,0,1,0
5.23,28,1,2.25,0.3,720.83,2958,14.75,7.0,2020.0,10.0,2020.0,0,0,1
5.83,27,1,1.71,0.81,793.35,8410,13.37,7.0,2020.0,9.0,2020.0,0,0,1
5.19,28,1,2.25,0.3,821.59,2959,14.67,7.0,2020.0,10.0,2020.0,0,0,1
7.15,30,1,2.25,0.38,961.86,8757,14.35,7.0,2020.0,7.0,2020.0,0,0,1
5.62,27,1,1.71,0.9,992.83,8410,13.39,7.0,2020.0,9.0,2020.0,0,0,1
5.15,28,1,2.25,0.36,837.26,2951,14.49,7.0,2020.0,10.0,2020.0,0,0,1
7.2,30,1,2.25,0.56,837.26,8759,14.09,7.0,2020.0,7.0,2020.0,0,0,1
2.06,84,1,1.71,0.69,837.26,832,13.74,7.0,2020.0,7.0,2020.0,0,0,1
2.96,78,1,1.71,0.44,992.83,7800,14.13,7.0,2020.0,8.0,2020.0,0,0,1
5.37,28,1,2.25,0.31,821.59,2960,14.52,7.0,2020.0,10.0,2020.0,0,0,1
7.2,30,1,2.25,0.56,961.86,8758,14.07,7.0,2020.0,7.0,2020.0,0,0,1
1.28,84,1,1.71,0.51,679.62,2016,13.9,7.0,2020.0,7.0,2020.0,0,0,1
2.59,78,1,1.71,0.51,992.83,7800,13.93,7.0,2020.0,8.0,2020.0,0,0,1
4.97,28,1,2.25,0.4,837.26,2975,14.57,7.0,2020.0,10.0,2020.0,0,0,1
7.1,30,1,2.25,0.56,961.86,8760,14.08,7.0,2020.0,7.0,2020.0,0,0,1
4.65,84,1,1.71,0.62,837.26,2019,13.83,7.0,2020.0,7.0,2020.0,0,0,1
4.78,78,1,1.71,0.57,623.54,7800,13.9,7.0,2020.0,8.0,2020.0,0,0,1
5.06,28,1,2.25,0.4,837.26,2974,14.5,7.0,2020.0,10.0,2020.0,0,0,1
0.53,84,1,1.71,0.69,837.26,2019,13.84,7.0,2020.0,7.0,2020.0,0,0,1
4.71,32,1,1.71,0.78,837.26,8050,12.82,7.0,2020.0,8.0,2020.0,0,0,1
5.62,84,1,1.71,0.78,837.26,2019,13.88,7.0,2020.0,7.0,2020.0,0,0,1
5.43,84,1,1.71,0.51,679.62,2026,14.11,7.0,2020.0,7.0,2020.0,0,0,1
2.44,32,1,1.71,0.78,1207.83,8049,12.85,7.0,2020.0,8.0,2020.0,0,0,1
1.97,84,1,1.71,0.62,837.26,2026,14.06,7.0,2020.0,7.0,2020.0,0,0,1
2.74,32,1,1.71,0.78,1085.34,8049,12.79,7.0,2020.0,8.0,2020.0,0,0,1
4.49,84,1,1.71,0.68,837.26,2027,14.13,7.0,2020.0,7.0,2020.0,0,0,1
2.67,32,1,1.71,0.81,837.26,8048,12.83,7.0,2020.0,8.0,2020.0,0,0,1
2.76,78,1,1.71,0.62,992.83,6136,13.78,7.0,2020.0,8.0,2020.0,0,0,1
6.73,78,1,1.71,0.51,679.62,6136,13.95,7.0,2020.0,8.0,2020.0,0,0,1
3.05,32,1,1.71,0.83,837.26,8048,12.72,7.0,2020.0,8.0,2020.0,0,0,1
5.48,78,1,2.26,0.41,837.26,4460,13.71,7.0,2020.0,8.0,2020.0,0,1,0
2.17,32,1,1.71,0.83,1085.34,8050,12.78,7.0,2020.0,8.0,2020.0,0,0,1
4.77,32,1,1.71,0.83,992.83,8049,12.79,7.0,2020.0,8.0,2020.0,0,0,1
1.71,32,1,1.71,0.83,1177.3,8049,12.83,7.0,2020.0,8.0,2020.0,0,0,1
7.49,25,1,2.4,0.87,992.83,2283,14.46,7.0,2020.0,1.0,2021.0,0,0,1
2.11,32,1,1.71,0.86,992.83,8049,12.72,7.0,2020.0,8.0,2020.0,0,0,1
6.94,78,1,2.26,0.67,837.26,6233,13.45,7.0,2020.0,8.0,2020.0,0,1,0
1.43,32,1,1.71,0.87,837.26,8048,12.72,7.0,2020.0,8.0,2020.0,0,0,1
4.53,32,1,1.71,0.87,992.83,8075,12.73,7.0,2020.0,8.0,2020.0,0,0,1
2.36,32,1,1.71,0.87,1054.57,8049,12.77,7.0,2020.0,8.0,2020.0,0,0,1
4.44,25,1,2.08,0.48,701.19,5625,13.62,7.0,2020.0,8.0,2020.0,0,1,0
1.97,32,1,1.71,0.87,742.95,8048,12.81,7.0,2020.0,8.0,2020.0,0,0,1
2.39,32,1,1.71,0.87,774.47,8050,12.81,7.0,2020.0,8.0,2020.0,0,0,1
3.04,32,1,1.71,0.9,992.83,8075,12.76,7.0,2020.0,8.0,2020.0,0,0,1
1.17,32,1,1.71,0.9,837.26,8048,12.78,7.0,2020.0,8.0,2020.0,0,0,1
1.59,32,1,1.71,0.78,742.95,8330,13.02,7.0,2020.0,8.0,2020.0,0,0,1
2.02,32,1,1.71,0.78,992.83,8330,13.02,7.0,2020.0,8.0,2020.0,0,0,1
1.74,32,1,1.71,0.78,837.26,4703,13.71,7.0,2020.0,8.0,2020.0,0,0,1
4.55,32,1,1.71,0.83,992.83,8330,13.05,7.0,2020.0,8.0,2020.0,0,0,1
2.24,32,1,1.71,0.87,992.83,8330,13.09,7.0,2020.0,8.0,2020.0,0,0,1
4.76,32,1,1.71,0.78,992.83,4703,13.64,7.0,2020.0,8.0,2020.0,0,0,1
4.91,32,1,1.71,0.9,905.94,8330,13.06,7.0,2020.0,8.0,2020.0,0,0,1
4.55,32,1,1.71,0.9,992.83,8330,13.02,7.0,2020.0,8.0,2020.0,0,0,1
2.89,32,1,1.71,0.34,992.83,4703,14.41,7.0,2020.0,8.0,2020.0,0,0,1
2.4,32,1,1.71,0.76,837.26,4283,12.79,7.0,2020.0,8.0,2020.0,0,0,1
2.4,32,1,1.71,0.77,837.26,4283,12.77,7.0,2020.0,8.0,2020.0,0,0,1
2.13,32,1,1.71,0.83,837.26,4283,12.72,7.0,2020.0,8.0,2020.0,0,0,1
2.57,32,1,1.71,0.74,837.26,8330,13.11,7.0,2020.0,8.0,2020.0,0,0,1
1.74,32,1,1.71,0.87,893.48,8330,13.07,7.0,2020.0,8.0,2020.0,0,0,1
4.41,28,1,1.71,0.83,1177.3,7124,12.46,7.0,2020.0,8.0,2020.0,0,0,1
4.89,28,1,1.71,0.83,1177.3,7126,12.67,7.0,2020.0,8.0,2020.0,0,0,1
1.54,32,1,1.71,0.87,837.26,4283,12.68,7.0,2020.0,8.0,2020.0,0,0,1
4.69,28,1,1.71,0.87,1177.3,7126,12.7,7.0,2020.0,8.0,2020.0,0,0,1
2.8,32,1,1.71,0.62,837.26,8066,13.33,7.0,2020.0,8.0,2020.0,0,0,1
2.75,32,1,1.71,0.62,679.62,8066,13.34,7.0,2020.0,8.0,2020.0,0,0,1
4.49,32,1,1.71,0.62,992.83,8044,13.27,7.0,2020.0,8.0,2020.0,0,0,1
5.13,32,1,1.71,0.69,992.83,8044,13.07,7.0,2020.0,8.0,2020.0,0,0,1
5.55,32,1,1.71,0.69,837.26,8044,13.06,7.0,2020.0,8.0,2020.0,0,0,1
1.27,32,1,1.71,0.69,679.62,8045,13.15,7.0,2020.0,8.0,2020.0,0,0,1
0.73,32,1,1.71,0.78,837.26,8045,13.09,7.0,2020.0,8.0,2020.0,0,0,1
5.78,32,1,1.71,0.74,992.83,8043,13.04,7.0,2020.0,8.0,2020.0,0,0,1
5.56,32,1,1.71,0.81,992.83,8064,13.1,7.0,2020.0,8.0,2020.0,0,0,1
2.52,32,1,1.71,0.83,837.26,8064,13.05,7.0,2020.0,8.0,2020.0,0,0,1
4.74,28,1,1.71,0.78,679.62,7129,12.7,7.0,2020.0,8.0,2020.0,0,0,1
6.0,32,1,1.71,0.83,992.83,8045,13.01,7.0,2020.0,8.0,2020.0,0,0,1
3.2,32,1,1.71,0.69,837.26,4704,13.66,7.0,2020.0,8.0,2020.0,0,0,1
1.66,32,1,1.71,0.83,679.62,8067,13.13,7.0,2020.0,8.0,2020.0,0,0,1
4.58,28,1,1.71,0.83,992.83,7129,12.73,7.0,2020.0,8.0,2020.0,0,0,1
3.61,32,1,1.71,0.69,837.26,4704,13.63,7.0,2020.0,8.0,2020.0,0,0,1
1.52,32,1,1.71,0.83,1160.17,8073,13.2,7.0,2020.0,8.0,2020.0,0,0,1
4.84,28,1,1.71,0.87,679.62,7129,12.75,7.0,2020.0,8.0,2020.0,0,0,1
3.4,32,1,1.71,0.78,837.26,4704,13.65,7.0,2020.0,8.0,2020.0,0,0,1
5.71,32,1,1.71,0.87,992.83,8043,13.09,7.0,2020.0,8.0,2020.0,0,0,1
4.84,28,1,1.71,0.87,992.83,7129,12.7,7.0,2020.0,8.0,2020.0,0,0,1
0.65,32,1,1.71,0.87,984.16,8072,13.19,7.0,2020.0,8.0,2020.0,0,0,1
3.22,32,1,1.71,0.51,868.52,4704,13.8,7.0,2020.0,8.0,2020.0,0,0,1
1.42,32,1,1.71,0.87,885.37,8072,13.15,7.0,2020.0,8.0,2020.0,0,0,1
4.32,28,1,1.71,0.9,992.83,7129,12.7,7.0,2020.0,8.0,2020.0,0,0,1
4.51,32,1,1.71,0.87,837.26,8044,13.06,7.0,2020.0,8.0,2020.0,0,0,1
2.87,32,1,1.71,0.78,679.62,4704,13.66,7.0,2020.0,8.0,2020.0,0,0,1
7.26,32,1,1.71,0.9,992.83,8064,13.05,7.0,2020.0,8.0,2020.0,0,0,1
3.04,32,1,1.71,0.74,774.47,4235,13.65,7.0,2020.0,8.0,2020.0,0,0,1
4.41,28,1,1.71,0.69,679.62,7114,12.75,7.0,2020.0,8.0,2020.0,0,0,1
5.63,32,1,1.71,0.62,837.26,4242,13.97,7.0,2020.0,8.0,2020.0,0,0,1
4.77,28,1,1.71,0.69,837.26,7114,12.7,7.0,2020.0,8.0,2020.0,0,0,1
5.84,28,1,1.71,0.78,837.26,7114,12.65,7.0,2020.0,8.0,2020.0,0,0,1
6.95,28,1,1.71,0.78,992.83,7114,12.73,7.0,2020.0,8.0,2020.0,0,0,1
5.21,28,1,1.71,0.83,992.83,7114,12.66,7.0,2020.0,8.0,2020.0,0,0,1
4.51,28,1,1.71,0.87,837.26,7114,12.72,7.0,2020.0,8.0,2020.0,0,0,1
4.47,28,1,1.71,0.69,1177.3,7124,12.55,7.0,2020.0,8.0,2020.0,0,0,1
6.93,84,1,1.71,0.69,992.83,4115,13.72,7.0,2020.0,9.0,2020.0,0,1,0
4.48,25,1,1.71,0.57,733.47,2381,13.38,7.0,2020.0,7.0,2020.0,0,1,0
6.98,84,1,1.71,0.78,992.83,4115,13.75,7.0,2020.0,9.0,2020.0,0,1,0
2.97,32,0,1.71,0.62,679.62,4541,13.86,7.0,2020.0,8.0,2020.0,0,0,1
2.91,32,0,1.71,0.74,679.62,4541,13.71,7.0,2020.0,8.0,2020.0,0,0,1
3.32,32,0,1.71,0.78,992.83,4541,13.64,7.0,2020.0,8.0,2020.0,0,0,1
3.41,32,0,1.71,0.78,679.62,4541,13.69,7.0,2020.0,8.0,2020.0,0,0,1
2.62,32,0,1.71,0.69,1054.57,8207,13.88,7.0,2020.0,8.0,2020.0,0,0,1
3.57,32,0,1.71,0.74,837.26,8293,14.04,7.0,2020.0,8.0,2020.0,0,0,1
3.58,32,0,1.71,0.87,837.26,8293,14.0,7.0,2020.0,8.0,2020.0,0,0,1
3.59,32,0,1.71,0.69,837.26,8293,14.02,7.0,2020.0,8.0,2020.0,0,0,1
3.67,32,0,1.71,0.78,837.26,8293,13.96,7.0,2020.0,8.0,2020.0,0,0,1
2.91,32,0,1.71,0.65,837.26,8293,14.16,7.0,2020.0,8.0,2020.0,0,0,1
2.97,32,0,1.71,0.62,837.26,4541,13.83,7.0,2020.0,8.0,2020.0,0,0,1
3.42,32,0,1.71,0.74,742.95,8394,14.09,7.0,2020.0,8.0,2020.0,0,0,1
3.56,32,0,1.71,0.83,837.26,8394,14.01,7.0,2020.0,8.0,2020.0,0,0,1
3.19,32,0,1.71,0.34,992.83,4550,14.44,7.0,2020.0,8.0,2020.0,0,0,1
2.09,32,0,1.71,0.34,837.26,4549,14.42,7.0,2020.0,8.0,2020.0,0,0,1
2.87,32,0,1.71,0.34,930.82,4550,14.43,7.0,2020.0,8.0,2020.0,0,0,1
2.17,32,0,1.71,0.34,679.62,4548,14.5,7.0,2020.0,8.0,2020.0,0,0,1
2.98,32,0,1.71,0.36,679.62,4552,14.58,7.0,2020.0,8.0,2020.0,0,0,1
2.7,32,0,1.71,0.38,837.26,4520,14.14,7.0,2020.0,8.0,2020.0,0,0,1
2.3,32,0,1.71,0.38,837.26,4541,14.3,7.0,2020.0,8.0,2020.0,0,0,1
2.34,32,0,1.71,0.39,679.62,4552,14.41,7.0,2020.0,8.0,2020.0,0,0,1
2.79,32,0,1.71,0.42,837.26,4518,14.09,7.0,2020.0,8.0,2020.0,0,0,1
2.79,32,0,1.71,0.42,545.19,4519,14.37,7.0,2020.0,8.0,2020.0,0,0,1
3.03,32,0,1.71,0.45,837.26,4520,14.02,7.0,2020.0,8.0,2020.0,0,0,1
2.85,32,0,1.71,0.45,837.26,4541,14.11,7.0,2020.0,8.0,2020.0,0,0,1
2.56,32,0,1.71,0.45,992.83,4541,14.11,7.0,2020.0,8.0,2020.0,0,0,1
2.83,32,0,1.71,0.45,679.62,4552,14.3,7.0,2020.0,8.0,2020.0,0,0,1
3.22,32,0,1.71,0.45,679.62,4541,14.17,7.0,2020.0,8.0,2020.0,0,0,1
1.98,32,0,1.71,0.51,679.62,4541,14.03,7.0,2020.0,8.0,2020.0,0,0,1
1.81,32,0,1.71,0.51,837.26,4541,14.04,7.0,2020.0,8.0,2020.0,0,0,1
2.58,32,0,1.71,0.51,992.83,4541,14.04,7.0,2020.0,8.0,2020.0,0,0,1
2.65,32,0,1.71,0.51,730.31,4541,14.03,7.0,2020.0,8.0,2020.0,0,0,1
2.58,32,0,1.71,0.57,856.03,4520,13.95,7.0,2020.0,8.0,2020.0,0,0,1
2.67,32,0,1.71,0.57,837.26,4519,13.9,7.0,2020.0,8.0,2020.0,0,0,1
3.18,32,0,1.71,0.57,695.49,4519,13.92,7.0,2020.0,8.0,2020.0,0,0,1
2.7,32,0,1.71,0.57,992.83,4541,13.93,7.0,2020.0,8.0,2020.0,0,0,1
4.29,27,1,1.71,0.34,837.26,3247,13.52,7.0,2020.0,7.0,2020.0,1,0,0
2.11,32,0,1.71,0.57,837.26,4541,13.95,7.0,2020.0,8.0,2020.0,0,0,1
7.65,27,1,1.71,0.51,837.26,3248,13.4,7.0,2020.0,7.0,2020.0,1,0,0
2.28,32,0,1.71,0.57,679.62,4541,13.94,7.0,2020.0,8.0,2020.0,0,0,1
0.15,27,1,1.71,0.45,914.03,3249,14.21,7.0,2020.0,7.0,2020.0,1,0,0
3.28,32,0,1.71,0.48,679.62,4551,14.21,7.0,2020.0,8.0,2020.0,0,0,1
1.57,27,1,1.71,0.55,857.9,3244,14.18,7.0,2020.0,7.0,2020.0,1,0,0
5.8,26,1,2.1,0.42,731.58,613,14.22,7.0,2020.0,7.0,2020.0,0,1,0
6.01,25,1,2.26,0.31,805.91,7863,15.64,7.0,2020.0,4.0,2020.0,0,0,1
4.66,25,1,2.0,0.33,551.64,1974,15.65,7.0,2020.0,4.0,2020.0,0,0,1
4.57,25,1,2.0,0.33,551.64,1975,15.65,7.0,2020.0,4.0,2020.0,0,0,1
7.0,27,1,2.24,0.78,856.03,8316,14.58,7.0,2020.0,9.0,2020.0,0,1,0
4.09,84,1,1.71,0.69,551.64,715,13.95,7.0,2020.0,7.0,2020.0,0,0,1
4.77,78,1,2.25,0.31,725.89,27,16.32,7.0,2020.0,7.0,2020.0,0,0,1
6.39,25,1,2.25,0.78,830.99,7972,13.65,7.0,2020.0,7.0,2020.0,0,1,0
5.76,78,1,2.25,0.34,837.26,5383,16.76,7.0,2020.0,7.0,2020.0,0,0,1
5.22,30,1,1.71,0.77,992.83,4155,13.57,7.0,2020.0,8.0,2020.0,0,1,0
5.2,30,0,1.71,0.77,837.26,4163,13.56,7.0,2020.0,8.0,2020.0,0,1,0
4.46,25,1,2.26,0.31,943.25,7858,15.58,7.0,2020.0,7.0,2020.0,0,0,1
4.41,30,1,1.71,0.77,837.26,4155,13.57,7.0,2020.0,8.0,2020.0,0,1,0
4.4,25,1,2.26,0.3,897.22,7866,16.07,7.0,2020.0,7.0,2020.0,0,0,1
5.65,30,1,1.71,0.77,837.26,4155,13.54,7.0,2020.0,8.0,2020.0,0,1,0
